Transaction ID,Date,Product Name,Category,Quantity Sold,Price,Customer Age,Customer Gender,Location,Season
T0593,2024-04-11,Whole Milk,Dairy,6,15.02,19,Male,"Philadelphia, PA",Spring
T0594,2024-06-22,Frozen Peas,Frozen,10,17.82,27,Female,"New York, NY",Summer
T0595,2024-06-28,Orange Juice,Beverages,4,8.98,30,Female,"Dallas, TX",Summer
T0596,2024-05-01,Ice Cream,Frozen,3,13.71,44,Male,"San Diego, CA",Spring
T0597,2024-05-27,Apples,Produce,4,19.2,65,Male,"Dallas, TX",Spring
T0598,2024-10-01,Cheddar Cheese,Dairy,2,14.75,54,Male,"Los Angeles, CA",Fall
T0599,2024-04-19,Carrots,Produce,8,16.85,65,Female,"Dallas, TX",Spring
T0600,2024-02-06,Whole Milk,Dairy,1,4.81,42,Male,"San Antonio, TX",Winter
T0601,2024-08-07,Pork Chops,Meat,3,3.41,48,Female,"Phoenix, AZ",Summer
T0602,2024-12-23,Ice Cream,Frozen,7,15.9,60,Male,"New York, NY",Winter
T0603,2024-01-15,Frozen Peas,Frozen,5,17.58,40,Female,"Chicago, IL",Winter
T0604,2024-11-16,Pumpkin Pie,Bakery,5,10.82,22,Male,"Philadelphia, PA",Fall
T0605,2024-02-02,Cheddar Cheese,Dairy,6,1.24,64,Female,"Phoenix, AZ",Winter
T0606,2024-12-28,Ice Cream,Frozen,4,0.75,56,Female,"New York, NY",Winter
T0607,2024-10-20,Frozen Pizza,Frozen,2,6.79,18,Female,"Dallas, TX",Fall
T0608,2024-05-05,Coffee,Beverages,8,1.83,45,Female,"New York, NY",Spring
T0609,2024-04-28,Apples,Produce,4,2.94,66,Female,"New York, NY",Spring
T0610,2024-10-17,Pork Chops,Meat,9,13.73,35,Female,"New York, NY",Fall
T0611,2024-10-22,Pumpkin Pie,Bakery,5,1.15,30,Female,"San Diego, CA",Fall
T0612,2024-02-21,Soda,Beverages,10,1.29,31,Male,"San Antonio, TX",Winter
T0613,2024-03-26,Ground Beef,Meat,2,10.13,70,Female,"San Diego, CA",Spring
T0614,2024-01-15,Pork Chops,Meat,7,1.64,41,Male,"San Jose, CA",Winter
T0615,2024-07-14,Coffee,Beverages,1,10.85,41,Male,"San Antonio, TX",Summer
T0616,2024-05-03,Soda,Beverages,9,18.83,25,Female,"San Jose, CA",Spring
T0617,2024-11-05,Carrots,Produce,1,9.78,53,Female,"San Jose, CA",Fall
T0618,2024-08-27,Cheddar Cheese,Dairy,7,7.44,33,Male,"San Diego, CA",Summer
T0619,2024-03-02,Orange Juice,Beverages,5,9.02,38,Male,"New York, NY",Spring
T0620,2024-02-02,Ground Beef,Meat,5,7.6,52,Male,"Phoenix, AZ",Winter
T0621,2024-04-03,Chicken Breast,Meat,10,12.25,34,Male,"Houston, TX",Spring
T0622,2024-10-15,Whole Milk,Dairy,6,8.22,54,Male,"San Diego, CA",Fall
T0623,2024-12-04,Whole Milk,Dairy,5,19.75,68,Male,"San Jose, CA",Winter
T0624,2024-06-13,Croissant,Bakery,9,8.54,53,Male,"San Diego, CA",Summer
T0625,2024-05-04,Coffee,Beverages,7,4.48,70,Female,"Phoenix, AZ",Spring
T0626,2024-11-04,Chicken Breast,Meat,2,18.3,50,Female,"Philadelphia, PA",Fall
T0627,2024-09-10,Pumpkin Pie,Bakery,3,2.05,35,Female,"San Antonio, TX",Fall
T0628,2024-10-18,Yogurt,Dairy,1,14.58,65,Female,"Philadelphia, PA",Fall
T0629,2024-02-05,Coffee,Beverages,5,10.86,70,Male,"Phoenix, AZ",Winter
T0630,2024-11-10,Frozen Peas,Frozen,1,11.06,21,Female,"Houston, TX",Fall
T0631,2024-01-25,Frozen Pizza,Frozen,8,8.98,41,Female,"San Jose, CA",Winter
T0632,2024-12-19,Yogurt,Dairy,5,9.22,51,Male,"San Antonio, TX",Winter
T0633,2024-07-23,Ground Beef,Meat,9,17.47,31,Female,"New York, NY",Summer
T0634,2024-03-20,Whole Milk,Dairy,1,14.42,66,Male,"San Diego, CA",Spring
T0635,2024-02-11,Apples,Produce,7,7.71,64,Male,"New York, NY",Winter
T0636,2024-03-08,Whole Milk,Dairy,7,7.88,52,Male,"New York, NY",Spring
T0637,2024-07-13,Croissant,Bakery,3,8.6,51,Female,"San Antonio, TX",Summer
T0638,2024-02-16,Frozen Peas,Frozen,9,3.98,32,Female,"San Antonio, TX",Winter
T0639,2024-04-14,Coffee,Beverages,8,19.73,38,Female,"San Antonio, TX",Spring
T0640,2024-05-05,Coffee,Beverages,6,13.62,35,Female,"Chicago, IL",Spring
T0641,2024-09-07,Frozen Pizza,Frozen,3,11.85,43,Male,"Chicago, IL",Fall
T0642,2024-11-22,Bananas,Produce,3,3.26,63,Male,"San Antonio, TX",Fall
T0643,2024-01-15,Frozen Peas,Frozen,1,6.08,64,Male,"San Diego, CA",Winter
T0644,2024-11-04,Ice Cream,Frozen,3,18.41,43,Female,"Houston, TX",Fall
T0645,2024-06-10,Bananas,Produce,1,1.74,27,Female,"San Antonio, TX",Summer
T0646,2024-05-07,Ground Beef,Meat,8,7.46,47,Male,"Los Angeles, CA",Spring
T0647,2024-02-26,Bananas,Produce,8,12.09,35,Female,"Philadelphia, PA",Winter
T0648,2024-04-18,Frozen Pizza,Frozen,1,6.33,40,Male,"San Antonio, TX",Spring
T0649,2024-03-05,Pumpkin Pie,Bakery,2,4.91,18,Male,"San Antonio, TX",Spring
T0650,2024-11-06,Pumpkin Pie,Bakery,4,4.84,52,Female,"Los Angeles, CA",Fall
T0651,2024-01-17,Croissant,Bakery,8,6.27,46,Female,"San Diego, CA",Winter
T0652,2024-12-18,Croissant,Bakery,4,14.5,42,Male,"San Antonio, TX",Winter
T0653,2024-06-01,Pumpkin Pie,Bakery,6,16.11,25,Female,"San Jose, CA",Summer
T0654,2024-01-16,Whole Wheat Bread,Bakery,6,10.65,50,Female,"San Antonio, TX",Winter
T0655,2024-11-15,Whole Milk,Dairy,7,10.22,24,Female,"San Jose, CA",Fall
T0656,2024-09-08,Frozen Peas,Frozen,2,10.34,54,Male,"New York, NY",Fall
T0657,2024-02-11,Pumpkin Pie,Bakery,6,15.21,36,Female,"Los Angeles, CA",Winter
T0658,2024-12-16,Pork Chops,Meat,1,8.44,20,Male,"Dallas, TX",Winter
T0659,2024-08-10,Bananas,Produce,10,16.16,43,Female,"New York, NY",Summer
T0660,2024-11-08,Ground Beef,Meat,7,1.65,36,Male,"San Jose, CA",Fall
T0661,2024-11-11,Yogurt,Dairy,8,1.58,22,Female,"Los Angeles, CA",Fall
T0662,2024-07-25,Apples,Produce,3,3.61,27,Male,"Phoenix, AZ",Summer
T0663,2024-03-26,Yogurt,Dairy,7,1.66,18,Male,"San Jose, CA",Spring
T0664,2024-09-03,Soda,Beverages,2,2.79,34,Male,"Houston, TX",Fall
T0665,2024-07-28,Carrots,Produce,6,7.48,31,Female,"Chicago, IL",Summer
T0666,2024-01-25,Carrots,Produce,9,1.66,20,Female,"Los Angeles, CA",Winter
T0667,2024-01-27,Frozen Pizza,Frozen,8,15.55,41,Male,"Los Angeles, CA",Winter
T0668,2024-05-25,Whole Milk,Dairy,2,1.65,27,Male,"San Diego, CA",Spring
T0669,2024-11-21,Frozen Peas,Frozen,8,13.64,60,Male,"Houston, TX",Fall
T0670,2024-07-07,Pumpkin Pie,Bakery,1,3.22,53,Male,"Chicago, IL",Summer
T0671,2024-02-06,Soda,Beverages,2,6.91,19,Male,"Chicago, IL",Winter
T0672,2024-03-14,Bananas,Produce,10,6.43,43,Female,"Chicago, IL",Spring
T0673,2024-08-23,Ice Cream,Frozen,8,19.87,40,Female,"Chicago, IL",Summer
T0674,2024-06-18,Yogurt,Dairy,1,5.65,55,Female,"Los Angeles, CA",Summer
T0675,2024-11-26,Frozen Pizza,Frozen,7,8.12,62,Male,"San Diego, CA",Fall
T0676,2024-06-04,Frozen Pizza,Frozen,5,5.74,44,Male,"San Jose, CA",Summer
T0677,2024-08-28,Yogurt,Dairy,7,11.5,20,Female,"New York, NY",Summer
T0678,2024-03-12,Ice Cream,Frozen,4,13.83,21,Male,"Los Angeles, CA",Spring
T0679,2024-02-04,Chicken Breast,Meat,6,12.22,37,Male,"San Diego, CA",Winter
T0680,2024-01-14,Carrots,Produce,5,2.49,34,Male,"Chicago, IL",Winter
T0681,2024-07-06,Frozen Peas,Frozen,5,13.22,58,Female,"Dallas, TX",Summer
T0682,2024-02-08,Apples,Produce,6,16.45,22,Male,"San Diego, CA",Winter
T0683,2024-09-16,Ground Beef,Meat,4,1.37,34,Female,"San Antonio, TX",Fall
T0684,2024-09-14,Croissant,Bakery,7,5.83,45,Female,"Philadelphia, PA",Fall
T0685,2024-12-18,Frozen Pizza,Frozen,6,7.17,54,Male,"San Jose, CA",Winter
T0686,2024-02-12,Pork Chops,Meat,3,17.65,34,Female,"New York, NY",Winter
T0687,2024-01-06,Yogurt,Dairy,10,3.35,68,Female,"Dallas, TX",Winter
T0688,2024-10-27,Chicken Breast,Meat,5,5.96,28,Female,"Houston, TX",Fall
T0689,2024-11-03,Apples,Produce,10,16.68,65,Male,"Los Angeles, CA",Fall
T0690,2024-07-11,Whole Wheat Bread,Bakery,10,14.64,30,Male,"Chicago, IL",Summer
T0691,2024-10-11,Apples,Produce,5,7.23,45,Female,"Dallas, TX",Fall
T0692,2024-10-10,Frozen Peas,Frozen,10,6.49,53,Female,"New York, NY",Fall
T0693,2024-05-01,Orange Juice,Beverages,2,0.71,34,Female,"San Jose, CA",Spring
T0694,2024-03-07,Yogurt,Dairy,6,3.72,55,Male,"Chicago, IL",Spring
T0695,2024-12-22,Apples,Produce,7,10.69,35,Female,"Houston, TX",Winter
T0696,2024-04-12,Cheddar Cheese,Dairy,5,13.56,56,Female,"Houston, TX",Spring
T0697,2024-08-18,Cheddar Cheese,Dairy,8,3.26,30,Male,"Phoenix, AZ",Summer
T0698,2024-09-02,Yogurt,Dairy,6,14.3,53,Female,"Phoenix, AZ",Fall
T0699,2024-10-21,Frozen Pizza,Frozen,4,1.29,57,Female,"Chicago, IL",Fall
T0700,2024-08-20,Pork Chops,Meat,3,13.83,25,Male,"Phoenix, AZ",Summer
T0701,2024-05-13,Frozen Pizza,Frozen,3,0.64,30,Male,"Chicago, IL",Spring
T0702,2024-08-01,Ground Beef,Meat,1,1.21,20,Female,"San Antonio, TX",Summer
T0703,2024-11-06,Yogurt,Dairy,2,3.87,68,Male,"Phoenix, AZ",Fall
T0704,2024-11-22,Soda,Beverages,9,17.96,28,Female,"San Diego, CA",Fall
T0705,2024-05-22,Croissant,Bakery,1,7.73,52,Male,"Philadelphia, PA",Spring
T0706,2024-07-19,Frozen Pizza,Frozen,7,19.5,61,Male,"Philadelphia, PA",Summer
T0707,2024-08-06,Coffee,Beverages,4,14.33,49,Male,"Los Angeles, CA",Summer
T0708,2024-06-21,Bananas,Produce,8,6.09,58,Female,"Philadelphia, PA",Summer
T0709,2024-06-28,Frozen Pizza,Frozen,3,1.39,37,Male,"Los Angeles, CA",Summer
T0710,2024-11-23,Ice Cream,Frozen,1,17.13,56,Male,"San Diego, CA",Fall
T0711,2024-08-18,Whole Wheat Bread,Bakery,7,15.14,41,Male,"Philadelphia, PA",Summer
T0712,2024-05-01,Carrots,Produce,4,12.87,66,Male,"Phoenix, AZ",Spring
T0713,2024-09-15,Frozen Peas,Frozen,2,2.39,61,Female,"Dallas, TX",Fall
T0714,2024-02-14,Ice Cream,Frozen,1,9.87,34,Male,"Phoenix, AZ",Winter
T0715,2024-06-15,Ice Cream,Frozen,10,9.13,39,Male,"Chicago, IL",Summer
T0716,2024-12-13,Bananas,Produce,5,14.94,68,Male,"Los Angeles, CA",Winter
T0717,2024-11-07,Whole Milk,Dairy,5,6.32,35,Female,"New York, NY",Fall
T0718,2024-11-28,Chicken Breast,Meat,2,11.4,50,Male,"Dallas, TX",Fall
T0719,2024-04-19,Pork Chops,Meat,3,2.63,58,Male,"Chicago, IL",Spring
T0720,2024-10-17,Cheddar Cheese,Dairy,10,11.14,21,Male,"Los Angeles, CA",Fall
T0721,2024-03-02,Cheddar Cheese,Dairy,1,6.95,24,Female,"San Jose, CA",Spring
T0722,2024-02-11,Frozen Pizza,Frozen,8,17.28,67,Female,"Phoenix, AZ",Winter
T0723,2024-04-14,Apples,Produce,4,14.27,52,Female,"San Antonio, TX",Spring
T0724,2024-01-16,Orange Juice,Beverages,2,5.49,57,Male,"Phoenix, AZ",Winter
T0725,2024-11-09,Pumpkin Pie,Bakery,4,3.79,54,Male,"Phoenix, AZ",Fall
T0726,2024-08-23,Frozen Peas,Frozen,6,6.97,61,Male,"San Jose, CA",Summer
T0727,2024-06-02,Soda,Beverages,5,13.29,34,Female,"New York, NY",Summer
T0728,2024-10-20,Ground Beef,Meat,1,14.35,48,Male,"Chicago, IL",Fall
T0729,2024-06-06,Yogurt,Dairy,8,8.36,19,Male,"San Diego, CA",Summer
T0730,2024-01-13,Pork Chops,Meat,10,10.97,27,Female,"San Jose, CA",Winter
T0731,2024-08-07,Soda,Beverages,1,2.61,35,Female,"Houston, TX",Summer
T0732,2024-05-17,Chicken Breast,Meat,4,14.21,45,Male,"San Antonio, TX",Spring
T0733,2024-08-24,Pork Chops,Meat,6,1.15,26,Female,"Philadelphia, PA",Summer
T0734,2024-12-25,Ice Cream,Frozen,8,7.13,47,Male,"San Antonio, TX",Winter
T0735,2024-07-14,Whole Wheat Bread,Bakery,7,12.95,61,Female,"Phoenix, AZ",Summer
T0736,2024-01-11,Chicken Breast,Meat,3,12.39,63,Male,"Houston, TX",Winter
T0737,2024-06-03,Whole Wheat Bread,Bakery,4,18.82,42,Male,"New York, NY",Summer
T0738,2024-11-10,Cheddar Cheese,Dairy,8,4.12,28,Female,"Chicago, IL",Fall
T0739,2024-09-16,Frozen Peas,Frozen,6,13.16,63,Female,"Dallas, TX",Fall
T0740,2024-02-11,Soda,Beverages,6,2.95,66,Female,"Houston, TX",Winter
T0741,2024-12-27,Yogurt,Dairy,6,17.62,67,Male,"San Jose, CA",Winter
T0742,2024-06-07,Soda,Beverages,5,15.34,18,Male,"Los Angeles, CA",Summer
T0743,2024-03-06,Croissant,Bakery,1,12.97,28,Male,"Phoenix, AZ",Spring
T0744,2024-12-22,Pumpkin Pie,Bakery,9,9.09,22,Male,"Chicago, IL",Winter
T0745,2024-08-15,Cheddar Cheese,Dairy,10,8.12,64,Male,"Houston, TX",Summer
T0746,2024-02-12,Yogurt,Dairy,2,9.83,41,Male,"Houston, TX",Winter
T0747,2024-10-15,Ice Cream,Frozen,3,1.34,51,Female,"New York, NY",Fall
T0748,2024-04-11,Ground Beef,Meat,9,5.34,44,Female,"Philadelphia, PA",Spring
T0749,2024-09-19,Apples,Produce,8,1.4,56,Male,"Phoenix, AZ",Fall
T0750,2024-05-13,Cheddar Cheese,Dairy,7,8.59,36,Female,"Philadelphia, PA",Spring
T0751,2024-10-11,Apples,Produce,1,10.93,59,Female,"San Diego, CA",Fall
T0752,2024-06-13,Frozen Peas,Frozen,9,16.42,37,Female,"Los Angeles, CA",Summer
T0753,2024-04-19,Croissant,Bakery,8,16.76,23,Male,"Chicago, IL",Spring
T0754,2024-07-15,Chicken Breast,Meat,3,3.33,27,Male,"San Antonio, TX",Summer
T0755,2024-03-27,Croissant,Bakery,6,7.9,44,Male,"San Jose, CA",Spring
T0756,2024-08-08,Frozen Peas,Frozen,8,15.66,25,Female,"San Antonio, TX",Summer
T0757,2024-03-24,Cheddar Cheese,Dairy,6,3.06,18,Male,"Philadelphia, PA",Spring
T0758,2024-12-23,Ice Cream,Frozen,1,8.78,34,Female,"San Diego, CA",Winter
T0759,2024-02-25,Whole Wheat Bread,Bakery,5,11.74,33,Female,"Houston, TX",Winter
T0760,2024-04-14,Coffee,Beverages,4,1.29,41,Female,"Phoenix, AZ",Spring
T0761,2024-01-18,Bananas,Produce,4,6.74,37,Female,"Philadelphia, PA",Winter
T0762,2024-02-08,Pork Chops,Meat,6,18.25,32,Male,"Chicago, IL",Winter
T0763,2024-07-23,Yogurt,Dairy,9,5.87,29,Male,"Chicago, IL",Summer
T0764,2024-06-20,Pumpkin Pie,Bakery,7,5.62,48,Female,"Los Angeles, CA",Summer
T0765,2024-03-10,Ice Cream,Frozen,4,8.12,23,Male,"Dallas, TX",Spring
T0766,2024-04-01,Coffee,Beverages,4,3.34,62,Male,"San Antonio, TX",Spring
T0767,2024-02-12,Croissant,Bakery,7,10.06,63,Male,"Los Angeles, CA",Winter
T0768,2024-07-03,Cheddar Cheese,Dairy,8,13.41,59,Male,"Dallas, TX",Summer
T0769,2024-05-18,Orange Juice,Beverages,7,3.15,49,Male,"Chicago, IL",Spring
T0770,2024-07-15,Bananas,Produce,1,19.33,33,Male,"New York, NY",Summer
T0771,2024-07-03,Yogurt,Dairy,3,4.51,41,Male,"San Antonio, TX",Summer
T0772,2024-01-24,Coffee,Beverages,6,7.04,69,Male,"New York, NY",Winter
T0773,2024-10-11,Frozen Pizza,Frozen,7,6.45,45,Female,"Chicago, IL",Fall
T0774,2024-02-20,Pork Chops,Meat,10,12.21,18,Male,"Houston, TX",Winter
T0775,2024-03-10,Whole Wheat Bread,Bakery,9,16.32,21,Female,"Los Angeles, CA",Spring
T0776,2024-09-10,Ice Cream,Frozen,9,11.65,67,Male,"Los Angeles, CA",Fall
T0777,2024-10-07,Croissant,Bakery,4,17.15,51,Female,"Phoenix, AZ",Fall
T0778,2024-02-06,Carrots,Produce,6,16.6,42,Male,"Los Angeles, CA",Winter
T0779,2024-08-09,Ground Beef,Meat,1,8.05,37,Male,"Chicago, IL",Summer
T0780,2024-06-14,Whole Wheat Bread,Bakery,8,16.41,66,Male,"San Jose, CA",Summer
T0781,2024-10-17,Croissant,Bakery,10,17.54,46,Male,"New York, NY",Fall
T0782,2024-05-28,Coffee,Beverages,5,19.79,23,Male,"San Diego, CA",Spring
T0783,2024-09-10,Bananas,Produce,1,13.88,50,Male,"Philadelphia, PA",Fall
T0784,2024-10-17,Ground Beef,Meat,5,18.27,55,Female,"Philadelphia, PA",Fall
T0785,2024-02-26,Soda,Beverages,9,16.11,59,Male,"Dallas, TX",Winter
T0786,2024-07-14,Soda,Beverages,9,3.3,54,Male,"Phoenix, AZ",Summer
T0787,2024-08-22,Cheddar Cheese,Dairy,6,19.49,67,Male,"Houston, TX",Summer
T0788,2024-03-24,Orange Juice,Beverages,6,16.08,58,Female,"Philadelphia, PA",Spring
T0789,2024-06-01,Apples,Produce,10,1.96,34,Female,"Philadelphia, PA",Summer
T0790,2024-06-13,Carrots,Produce,3,10.54,36,Male,"Houston, TX",Summer
T0791,2024-12-03,Ice Cream,Frozen,1,15.92,59,Female,"Phoenix, AZ",Winter
T0792,2024-11-28,Coffee,Beverages,10,19.35,20,Female,"New York, NY",Fall
T0793,2024-04-24,Whole Milk,Dairy,1,14.83,29,Male,"Phoenix, AZ",Spring
T0794,2024-07-26,Bananas,Produce,7,10.85,41,Male,"Dallas, TX",Summer
T0795,2024-06-26,Croissant,Bakery,4,12.11,29,Female,"New York, NY",Summer
T0796,2024-05-15,Whole Milk,Dairy,8,1.04,54,Female,"Chicago, IL",Spring
T0797,2024-02-23,Cheddar Cheese,Dairy,2,13.12,61,Male,"Los Angeles, CA",Winter
T0798,2024-01-15,Yogurt,Dairy,1,8.75,68,Male,"Phoenix, AZ",Winter
T0799,2024-10-03,Soda,Beverages,4,2.86,31,Male,"San Jose, CA",Fall
T0800,2024-05-06,Frozen Peas,Frozen,2,14.23,43,Male,"San Jose, CA",Spring
T0801,2024-04-12,Whole Wheat Bread,Bakery,4,18.58,36,Female,"Phoenix, AZ",Spring
T0802,2024-04-02,Chicken Breast,Meat,6,15.49,40,Female,"Dallas, TX",Spring
T0803,2024-06-27,Pumpkin Pie,Bakery,5,10.18,19,Male,"Dallas, TX",Summer
T0804,2024-06-18,Chicken Breast,Meat,1,8.18,43,Male,"New York, NY",Summer
T0805,2024-02-19,Cheddar Cheese,Dairy,6,10.62,30,Male,"Chicago, IL",Winter
T0806,2024-09-22,Frozen Peas,Frozen,1,2.6,23,Male,"Houston, TX",Fall
T0807,2024-09-15,Whole Milk,Dairy,9,15.45,48,Female,"San Diego, CA",Fall
T0808,2024-03-09,Pork Chops,Meat,6,14.55,24,Male,"Philadelphia, PA",Spring
T0809,2024-03-03,Apples,Produce,5,7.88,21,Male,"Chicago, IL",Spring
T0810,2024-02-20,Carrots,Produce,10,2.36,50,Female,"Philadelphia, PA",Winter
T0811,2024-05-13,Bananas,Produce,1,19.24,65,Male,"San Antonio, TX",Spring
T0812,2024-02-19,Apples,Produce,8,0.92,59,Male,"Dallas, TX",Winter
T0813,2024-01-18,Frozen Pizza,Frozen,7,5.77,21,Male,"San Diego, CA",Winter
T0814,2024-04-04,Bananas,Produce,10,6.49,30,Female,"Philadelphia, PA",Spring
T0815,2024-02-26,Whole Milk,Dairy,6,7.8,56,Male,"San Jose, CA",Winter
T0816,2024-04-01,Apples,Produce,9,2.84,50,Male,"San Jose, CA",Spring
T0817,2024-01-18,Chicken Breast,Meat,6,6.18,20,Female,"Los Angeles, CA",Winter
T0818,2024-06-02,Carrots,Produce,4,10.19,25,Female,"Phoenix, AZ",Summer
T0819,2024-02-07,Whole Wheat Bread,Bakery,1,17.09,38,Male,"Dallas, TX",Winter
T0820,2024-03-27,Chicken Breast,Meat,4,12.73,19,Female,"Los Angeles, CA",Spring
T0821,2024-06-03,Cheddar Cheese,Dairy,4,5.63,38,Female,"New York, NY",Summer
T0822,2024-03-17,Whole Wheat Bread,Bakery,3,15.7,56,Female,"Houston, TX",Spring
T0823,2024-11-02,Ice Cream,Frozen,10,11.34,57,Male,"San Diego, CA",Fall
T0824,2024-04-19,Soda,Beverages,5,5.32,50,Male,"San Diego, CA",Spring
T0825,2024-09-24,Pork Chops,Meat,7,8.42,52,Female,"Houston, TX",Fall
T0826,2024-12-09,Coffee,Beverages,7,10.95,70,Female,"Philadelphia, PA",Winter
T0827,2024-12-08,Orange Juice,Beverages,6,16.97,21,Female,"Chicago, IL",Winter
T0828,2024-08-16,Pork Chops,Meat,5,1.73,51,Male,"Dallas, TX",Summer
T0829,2024-05-11,Orange Juice,Beverages,8,10.24,28,Male,"San Diego, CA",Spring
T0830,2024-11-20,Frozen Pizza,Frozen,7,9.06,46,Male,"Phoenix, AZ",Fall
T0831,2024-05-08,Pork Chops,Meat,2,8.89,55,Male,"San Antonio, TX",Spring
T0832,2024-01-14,Bananas,Produce,2,16.54,18,Female,"San Diego, CA",Winter
T0833,2024-06-27,Frozen Peas,Frozen,10,6.58,28,Male,"Dallas, TX",Summer
T0834,2024-09-10,Pumpkin Pie,Bakery,4,3.26,26,Male,"San Antonio, TX",Fall
T0835,2024-10-25,Carrots,Produce,1,9.59,40,Male,"San Diego, CA",Fall
T0836,2024-10-20,Frozen Pizza,Frozen,3,4.72,27,Female,"Los Angeles, CA",Fall
T0837,2024-11-16,Apples,Produce,5,13.18,32,Female,"San Jose, CA",Fall
T0838,2024-12-19,Coffee,Beverages,1,19.63,44,Male,"San Antonio, TX",Winter
T0839,2024-11-16,Chicken Breast,Meat,4,16.09,25,Female,"Chicago, IL",Fall
T0840,2024-12-05,Ice Cream,Frozen,6,18.45,33,Male,"Chicago, IL",Winter
T0841,2024-09-15,Cheddar Cheese,Dairy,6,12.34,37,Male,"Chicago, IL",Fall
T0842,2024-08-27,Coffee,Beverages,3,5.44,69,Female,"Houston, TX",Summer
T0843,2024-04-27,Yogurt,Dairy,9,18.64,34,Male,"Houston, TX",Spring
T0844,2024-01-25,Pumpkin Pie,Bakery,4,2.32,32,Female,"Dallas, TX",Winter
T0845,2024-01-06,Ice Cream,Frozen,1,10.21,68,Male,"Los Angeles, CA",Winter
T0846,2024-04-06,Bananas,Produce,9,6.03,67,Female,"Dallas, TX",Spring
T0847,2024-11-20,Cheddar Cheese,Dairy,7,2.83,22,Female,"San Diego, CA",Fall
T0848,2024-01-09,Whole Milk,Dairy,5,3.9,25,Female,"San Jose, CA",Winter
T0849,2024-02-19,Croissant,Bakery,10,11.26,19,Male,"New York, NY",Winter
T0850,2024-02-13,Cheddar Cheese,Dairy,4,0.63,24,Female,"Los Angeles, CA",Winter
T0851,2024-03-17,Coffee,Beverages,9,6.08,22,Female,"Los Angeles, CA",Spring
T0852,2024-12-18,Pumpkin Pie,Bakery,2,8.46,21,Female,"Los Angeles, CA",Winter
T0853,2024-06-10,Soda,Beverages,8,3.48,30,Male,"San Antonio, TX",Summer
T0854,2024-02-23,Ground Beef,Meat,3,6.01,58,Female,"New York, NY",Winter
T0855,2024-11-14,Pumpkin Pie,Bakery,9,19.98,61,Male,"San Jose, CA",Fall
T0856,2024-10-25,Frozen Peas,Frozen,3,13.42,47,Female,"Dallas, TX",Fall
T0857,2024-02-25,Soda,Beverages,10,14.7,50,Male,"Los Angeles, CA",Winter
T0858,2024-02-17,Orange Juice,Beverages,10,14.47,19,Male,"Philadelphia, PA",Winter
T0859,2024-04-10,Frozen Peas,Frozen,3,14.89,62,Male,"Houston, TX",Spring
T0860,2024-11-05,Carrots,Produce,3,2.72,66,Female,"Chicago, IL",Fall
T0861,2024-10-28,Ice Cream,Frozen,4,4.26,52,Female,"Philadelphia, PA",Fall
T0862,2024-08-28,Pork Chops,Meat,3,0.79,23,Male,"New York, NY",Summer
T0863,2024-04-22,Ice Cream,Frozen,9,10.38,45,Female,"San Diego, CA",Spring
T0864,2024-04-26,Apples,Produce,8,19.12,32,Female,"New York, NY",Spring
T0865,2024-02-09,Pumpkin Pie,Bakery,2,3.79,66,Female,"San Antonio, TX",Winter
T0866,2024-10-06,Coffee,Beverages,10,17.06,21,Female,"San Diego, CA",Fall
T0867,2024-12-09,Yogurt,Dairy,9,11.23,58,Male,"New York, NY",Winter
T0868,2024-04-26,Yogurt,Dairy,2,18.56,51,Male,"Dallas, TX",Spring
T0869,2024-05-17,Frozen Peas,Frozen,4,14.75,64,Male,"San Jose, CA",Spring
T0870,2024-12-06,Carrots,Produce,6,10.16,29,Male,"Dallas, TX",Winter
T0871,2024-07-03,Ice Cream,Frozen,7,2.98,69,Female,"San Jose, CA",Summer
T0872,2024-03-19,Frozen Peas,Frozen,10,19.54,59,Male,"Dallas, TX",Spring
T0873,2024-10-12,Chicken Breast,Meat,4,17.26,23,Male,"San Antonio, TX",Fall
T0874,2024-11-12,Pumpkin Pie,Bakery,7,6.1,37,Female,"Philadelphia, PA",Fall
T0875,2024-05-21,Whole Milk,Dairy,8,10.83,42,Male,"Chicago, IL",Spring
T0876,2024-01-27,Frozen Pizza,Frozen,9,15.47,66,Male,"Phoenix, AZ",Winter
T0877,2024-07-08,Frozen Pizza,Frozen,1,3.63,48,Male,"Los Angeles, CA",Summer
T0878,2024-10-15,Coffee,Beverages,4,18.19,22,Male,"Phoenix, AZ",Fall
T0879,2024-08-28,Ground Beef,Meat,10,15.11,26,Female,"Houston, TX",Summer
T0880,2024-10-08,Coffee,Beverages,6,3.28,44,Male,"Phoenix, AZ",Fall
T0881,2024-03-16,Pork Chops,Meat,2,10.3,39,Female,"New York, NY",Spring
T0882,2024-12-16,Pork Chops,Meat,10,16.79,50,Female,"San Diego, CA",Winter
T0883,2024-06-25,Frozen Pizza,Frozen,7,8.62,65,Male,"San Jose, CA",Summer
T0884,2024-12-07,Ice Cream,Frozen,5,11.52,51,Male,"New York, NY",Winter
T0885,2024-02-05,Pork Chops,Meat,5,5.54,20,Male,"Dallas, TX",Winter
T0886,2024-12-21,Apples,Produce,3,19.69,45,Male,"San Diego, CA",Winter
T0887,2024-02-13,Yogurt,Dairy,7,2.24,23,Female,"Houston, TX",Winter
T0888,2024-01-05,Pumpkin Pie,Bakery,10,16.98,49,Male,"Houston, TX",Winter
